id_detalle,numero_factura,id_producto,cantidad
1748,183,217,24
1749,183,437,10
1750,183,190,10
1751,183,191,10
1752,183,436,24
1753,183,199,25
1754,183,396,24
1755,183,686,10
1756,183,26,2
1757,183,498,6
1758,183,307,24
1759,183,309,24
1760,184,575,10
1761,184,381,10
1762,184,656,1
1763,184,493,6
1764,184,704,5
1765,184,654,5
1766,184,471,3
1767,184,590,3
1768,184,154,3
1769,157,423,1
1770,157,331,2
1771,157,89,1
1772,157,107,4
1773,157,80,1
1774,157,627,20
1775,157,334,20
1776,157,642,1
1777,157,613,5
1778,157,300,10
1779,157,467,10
1780,157,624,1
1781,185,309,24
1782,185,307,24
1783,185,498,6
1784,185,26,2
1785,185,396,20
1786,185,199,25
1787,185,436,23
1788,185,190,10
1789,185,191,10
1790,185,683,10
1791,185,217,24
1792,185,437,10
1794,186,683,30
1795,186,298,100
1796,186,297,200
1797,186,676,100
1798,186,620,10
1799,186,201,50
1800,186,202,50
1801,186,203,40
1802,186,646,50
1803,186,647,50
1804,186,292,300
2072,186,406,150
1806,186,204,40
1807,186,457,60
1808,187,704,20
1809,187,643,10
1810,187,77,6
1811,187,706,10
1812,187,335,70
1813,187,336,30
1814,188,90,1
1815,188,344,2
1816,188,584,1
1817,188,467,10
1818,189,268,40
1819,189,226,40
1820,189,340,20
1821,189,205,6
1822,189,687,2
1823,189,627,100
1824,189,334,200
1825,189,418,1
1826,189,661,6
1827,190,70,3
1828,190,403,24
1829,190,440,50
1830,190,199,25
1831,190,602,6
1832,190,495,6
1833,190,204,6
1834,190,203,6
1835,190,202,20
1836,190,201,20
1837,190,683,5
1838,190,303,5
1839,190,57,3
1840,191,683,6
1841,191,642,2
1842,192,226,20
1843,192,227,20
1844,192,293,30
1845,192,402,30
1846,192,432,6
1847,192,434,10
1861,192,265,10
1849,192,101,3
1850,192,102,3
1851,192,270,10
1852,192,224,10
1853,192,223,10
1854,192,324,10
1855,192,466,10
1856,192,465,10
1857,192,484,2
1858,192,103,3
1859,192,344,2
1860,192,591,2
1862,193,632,100
1863,193,155,100
1864,193,12,12
1882,179,18,120
1866,193,300,20
1867,193,436,6
1868,193,337,3
1869,193,377,3
1870,193,703,12
1881,179,17,120
1872,193,494,12
1873,193,495,12
1874,193,218,24
1875,193,496,6
1876,193,309,24
1877,193,670,12
1878,193,308,72
1879,193,320,75
1880,193,306,96
1883,179,19,48
1884,194,186,30
1885,194,204,5
1886,194,158,50
1887,194,159,50
1888,194,221,25
1889,194,306,20
1890,194,313,20
1891,194,54,10
1892,194,55,10
1893,194,10,10
1894,194,155,100
1895,179,20,72
1896,194,577,5
1897,195,467,120
1898,195,456,6
1899,195,704,10
1900,188,182,50
1901,188,484,2
1911,196,174,6
1909,196,706,10
1904,180,452,3
1905,180,444,3
1906,180,442,3
1907,180,452,3
1910,196,683,6
1912,196,486,4
1916,197,320,5
1914,196,436,12
1915,196,313,13
1917,197,363,20
1918,197,302,6
1919,197,151,50
1920,197,324,5
1921,197,403,12
1922,197,604,1
2275,198,407,10
2276,198,313,10
1925,199,23,36
1926,199,21,36
1927,199,22,36
1928,199,17,36
1929,199,18,36
1930,199,19,36
1931,199,20,36
1934,200,204,12
1933,182,312,4
1935,200,299,30
1936,201,664,2
1937,201,24,2
1938,201,8,2
2041,211,683,20
1940,201,174,10
1941,201,222,15
1942,201,436,20
1943,201,157,20
1944,202,87,3
1945,202,86,5
1946,202,26,8
2042,212,461,60
2039,202,313,30
2040,211,306,48
1951,203,361,2
1952,203,50,3
1967,187,140,20
1954,203,363,20
1955,203,171,5
1956,203,206,2
1957,203,647,10
1958,203,451,5
1959,203,637,12
1960,203,183,20
1961,203,377,2
1962,203,378,1
1971,203,453,2
1966,203,55,5
1968,187,141,20
1969,187,186,20
1970,187,188,20
1972,203,467,10
1973,203,287,3
1974,204,155,100
1975,204,442,30
1976,204,444,30
1977,204,451,20
1978,204,452,20
1979,205,406,30
1980,205,683,1
1981,205,187,10
1982,205,186,10
1983,205,331,1
1984,205,30,5
1985,205,202,30
1986,205,425,100
1987,205,633,10
1988,205,676,50
1989,205,170,2
1990,206,544,12
1991,206,222,25
1992,206,425,50
1993,206,683,6
1994,206,69,3
1995,206,148,10
1996,206,75,8
1997,206,193,5
1998,206,194,5
1999,206,692,5
2000,207,315,700
2001,207,201,30
2002,207,202,50
2003,208,345,6
2004,208,623,2
2005,208,297,50
2006,208,157,4
2007,208,448,8
2008,208,672,2
2009,208,594,10
2010,208,83,1
2011,208,82,2
2296,208,584,1
2013,209,300,200
2014,209,486,8
2015,209,404,120
2016,210,327,1
2017,210,185,50
2018,210,184,20
2019,210,361,1
2020,210,65,3
2021,210,540,2
2050,213,612,2
2023,210,149,2
2024,210,459,2
2025,210,359,25
2026,210,360,6
2027,210,621,1
2028,210,622,1
2029,210,704,30
2049,213,136,4
2048,213,149,2
2047,213,324,10
2033,210,345,10
2034,210,147,3
2035,210,314,20
2036,210,484,2
2037,210,344,5
2038,210,483,7
2043,212,579,5
2044,212,484,20
2045,212,313,820
2046,205,164,15
2051,213,683,2
2052,213,345,3
2053,210,187,5
2054,213,490,10
2055,213,200,20
2056,213,201,6
2057,213,643,2
2058,213,335,4
2059,213,320,5
2060,213,316,12
2061,213,703,1
2062,213,457,10
2063,213,155,50
2064,213,694,6
2065,213,152,4
2066,213,183,20
2067,213,298,10
2068,213,20,12
2069,213,18,12
2070,213,17,12
2071,186,687,20
2073,186,204,20
2074,186,620,5
2075,214,191,12
2076,214,190,12
2077,214,490,50
2078,214,186,12
2079,214,141,12
2080,214,641,10
2081,214,471,10
2082,214,472,10
2083,214,604,1
2084,214,683,6
2085,214,395,30
2086,214,394,30
2087,214,610,6
2088,214,101,12
2089,214,100,12
2090,191,345,10
2091,186,302,150
2092,214,182,50
2093,214,326,10
2094,214,642,6
2095,215,122,1
2096,215,144,20
2097,215,77,5
2098,215,658,5
2099,215,611,28
2100,216,612,3
2101,216,344,2
2102,216,661,2
2103,216,613,3
2104,216,593,20
2105,216,657,6
2106,216,552,2
2107,216,620,2
2108,216,204,4
2109,216,203,3
2110,216,201,3
2111,216,544,6
2112,216,218,6
2113,216,691,3
2114,216,684,2
2115,216,647,6
2116,216,656,2
2117,216,105,2
2118,216,637,15
2119,216,546,3
2120,216,220,5
2121,216,69,2
2122,217,290,50
2123,217,172,10
2124,217,171,10
2125,217,10,20
2126,217,669,4
2127,217,322,60
2128,217,396,36
2129,217,300,10
2130,217,302,30
2131,217,22,24
2132,217,19,60
2133,218,72,1
2134,218,171,10
2135,218,172,10
2136,218,10,4
2137,218,669,4
2175,218,646,60
2139,218,396,36
2140,218,302,30
2141,218,300,10
2142,218,22,24
2143,218,19,60
2144,218,477,150
2188,218,474,150
2146,218,94,50
2147,218,95,24
2148,218,75,4
2149,218,47,10
2150,219,49,5
2151,219,300,20
2152,219,302,20
2153,219,12,10
2154,219,167,3
2155,219,336,10
2156,219,335,10
2157,219,467,8
2158,220,604,1
2159,220,87,1
2160,220,78,2
2161,220,77,4
2162,220,493,10
2163,220,322,20
2164,220,544,48
2165,220,86,1
2166,220,709,1
2167,221,459,2
2168,221,594,20
2169,221,33,20
2170,221,402,100
2171,221,186,30
2172,221,141,30
2173,221,322,36
2174,221,203,50
2176,218,647,24
2177,222,306,6
2178,222,16,24
2179,222,18,24
2180,222,17,24
2181,222,87,1
2182,222,506,3
2183,222,345,4
2184,222,335,4
2185,222,131,3
2186,222,425,100
2187,222,556,1
2189,218,574,120
2190,218,152,30
2191,223,159,10
2192,223,603,10
2193,223,197,3
2194,223,606,1
2195,223,92,10
2196,223,466,10
2197,223,710,4
2198,223,547,5
2199,223,200,10
2200,223,459,1
2201,223,667,2
2202,223,655,10
2203,223,694,6
2204,223,688,4
2205,223,46,6
2206,223,56,5
2207,223,57,5
2208,223,158,20
2209,223,454,5
2210,223,453,5
2211,223,451,10
2212,223,444,5
2213,223,442,5
2214,223,217,48
2215,223,152,6
2216,223,326,5
2220,213,403,12
2219,214,203,40
2221,224,676,200
2222,224,453,35
2223,224,711,25
2224,224,712,25
2225,224,454,10
2226,224,451,20
2227,224,452,20
2228,224,94,50
2229,224,297,600
2230,224,209,20
2231,224,315,1000
2232,225,486,1
2233,225,142,4
2234,225,658,10
2235,225,143,11
2314,226,722,36
2237,226,715,150
2238,226,626,20
2313,226,720,150
2240,226,467,50
2241,227,641,2
2242,227,315,20
2243,227,621,1
2244,227,308,6
2245,227,472,5
2246,227,471,5
2247,227,208,6
2248,227,207,6
2249,227,209,8
2250,227,709,1
2251,227,39,2
2252,227,37,2
2253,227,469,3
2254,227,176,4
2255,227,439,4
2256,227,345,4
2257,228,469,5
2258,228,199,25
2259,228,440,20
2260,228,319,25
2261,229,172,3
2262,229,171,3
2263,229,495,6
2264,229,494,6
2265,229,314,40
2266,229,402,50
2267,229,418,25
2268,229,320,5
2269,229,316,2
2270,229,628,4
2271,229,403,12
2272,229,335,8
2273,229,532,4
2274,198,604,1
2277,229,604,1
2278,230,604,1
2279,230,324,10
2280,230,25,1
2281,230,377,2
2282,230,322,10
2283,230,434,3
2284,230,676,10
2285,230,404,12
2286,230,185,30
2287,230,440,6
2288,230,320,5
2289,230,319,5
2290,231,653,10
2291,231,190,12
2292,231,409,20
2293,231,320,25
2294,231,324,20
2295,231,302,300
2297,208,640,6
2298,232,137,6
2299,232,139,6
2300,232,184,10
2301,232,185,10
2302,232,180,10
2303,232,181,10
2304,232,544,6
2305,232,532,2
2306,232,425,20
2307,232,320,5
2308,232,155,30
2309,232,493,2
2310,232,150,6
2311,232,403,6
2312,224,16,72
2315,233,12,1
2316,234,302,300
2317,234,300,100
2318,235,77,10
2348,240,402,60
2320,235,302,100
2321,235,300,100
2322,236,16,60
2323,236,571,30
2324,236,570,40
2325,236,573,40
2326,236,493,12
2327,236,316,12
2328,236,726,3
2329,236,220,20
2330,236,632,60
2331,236,155,80
2332,237,209,7
2333,237,206,10
2403,244,544,12
2335,237,637,48
2336,237,314,500
2337,237,716,6
2338,237,302,200
2339,237,300,100
2340,238,450,22
2341,238,77,15
2342,238,449,34
2343,238,316,30
2344,239,440,30
2345,239,320,25
2346,239,418,25
2347,239,420,50
2350,240,137,8
2351,240,647,8
2352,240,493,10
2353,240,532,2
2354,241,531,1
2355,241,553,4
2356,241,440,20
2357,241,116,12
2358,241,190,20
2359,241,191,10
2360,241,436,12
2361,241,660,10
2362,241,154,1
2363,241,637,24
2364,241,730,4
2365,241,302,20
2366,241,199,25
2367,241,57,4
2368,241,178,10
2369,241,177,10
2370,241,473,50
2371,241,654,30
2372,242,663,2
2373,242,440,12
2374,242,411,1
2375,242,409,5
2376,242,415,3
2377,242,461,12
2378,242,731,2
2379,242,675,2
2380,242,514,6
2381,242,513,6
2382,242,406,10
2383,242,602,5
2384,242,380,5
2385,242,484,2
2386,242,444,20
2405,244,302,20
2388,242,304,3
2389,242,506,2
2390,242,637,36
2391,242,287,10
2404,244,300,15
2393,243,681,6
2394,243,297,100
2395,243,206,10
2396,243,161,40
2397,243,646,20
2398,243,470,10
2399,243,659,10
2400,243,637,36
2401,243,181,200
2402,243,180,200
2406,244,440,20
2407,245,426,2
2408,245,714,10
2409,245,713,10
2410,245,712,10
2411,245,454,10
2412,245,711,10
2413,245,453,10
2414,245,452,10
2415,245,451,10
2416,245,444,10
2417,245,442,10
2418,245,116,3
2426,246,87,1
2420,245,543,10
2421,245,119,2
2422,245,655,60
2423,245,341,50
2424,245,340,50
2425,245,732,10
2427,246,86,1
2428,246,26,1
2429,247,208,5
2430,247,207,5
2431,247,98,10
2432,248,225,3
2433,248,224,5
2434,248,223,10
2435,248,226,15
2436,248,268,10
2437,248,269,10
2438,248,277,5
2439,248,275,5
2440,248,256,5
2441,248,257,5
2442,248,252,5
2443,248,247,10
2444,248,248,5
2445,248,241,10
2446,248,242,10
2447,248,235,20
2448,248,236,20
2449,248,237,10
2450,248,300,5
2451,248,306,5
2452,248,136,3
2453,248,467,3
2454,248,322,10
2455,248,18,12
2456,248,16,12
2457,248,345,5
2458,248,431,10
2466,248,433,3
2460,248,440,10
2461,248,183,10
2462,248,600,1
2463,248,402,30
2464,248,341,5
2465,248,651,1
2467,249,442,40
2468,249,560,1
2469,249,611,24
2470,249,658,10
2471,250,647,30
2472,250,646,30
2473,250,136,12
2474,250,314,100
2475,250,440,80
2476,251,471,4
2477,251,472,4
2478,251,222,50
2479,252,544,12
2480,252,493,4
2481,252,25,4
2482,252,611,4
2483,252,143,4
2484,252,532,4
2485,252,335,8
2486,252,712,1
2487,252,152,6
2488,252,319,5
2489,252,320,5
2490,252,178,5
2491,252,677,1
2492,253,649,6
2493,253,647,10
2494,253,646,12
2495,253,645,24
2496,253,470,1
2497,253,469,2
2498,253,316,10
2499,253,635,1
2500,253,319,5
2501,253,303,1
2502,253,613,1
2503,253,670,2
2504,253,661,1
2505,253,637,12
2506,253,474,50
2507,253,681,2
2508,253,640,10
2509,253,107,3
2510,253,184,30
2511,253,359,25
2512,253,498,5
2513,253,497,5
2514,253,348,10
2515,253,336,5
2516,253,627,50
2517,253,630,15
2518,253,664,4
2519,253,727,1
2520,253,720,2
2521,253,719,6
2522,253,157,1
2523,253,335,8
2524,253,657,15
2525,253,394,20
2526,253,440,2
2527,253,300,20
2528,253,344,3
2529,253,362,40
2530,253,694,2
2531,253,326,1
2532,253,415,1
2533,253,418,10
2534,253,420,6
2535,254,465,5
2536,254,463,10
2537,254,204,2
2538,254,201,3
2539,254,202,3
2540,254,116,1
2541,254,181,10
2542,254,180,10
2543,254,91,4
2544,254,719,20
2545,254,493,2
2546,254,532,3
2547,254,469,1
2548,254,306,6
2549,254,425,20
2550,254,403,6
2551,254,313,10
2552,255,453,2
2553,255,452,2
2554,255,451,2
2555,255,444,2
2556,255,442,12
2557,255,735,6
2558,255,96,6
2559,255,95,6
2560,255,713,2
2561,255,712,2
2562,255,454,2
2563,255,544,6
2564,255,340,10
2565,255,341,5
2566,255,342,5
2567,255,201,6
2568,255,202,6
2569,255,314,40
2570,255,97,6
2571,255,91,5
2572,255,300,6
2573,255,302,6
2574,255,297,24
2575,255,203,4
2576,255,628,4
2577,255,714,2
2578,254,322,6
2579,254,184,10
2580,254,185,10
2581,254,206,1
2582,254,208,2
2583,254,178,4
2584,254,345,3
2585,254,136,6
2586,254,316,3
2587,254,199,6
2588,254,572,5
2589,254,574,5
2634,256,397,30
2591,254,480,10
2592,254,191,3
2593,254,190,1
2594,254,442,5
2595,254,444,3
2596,254,452,2
2597,254,451,2
2598,254,159,6
2599,254,158,6
2600,254,665,2
2601,254,726,2
2602,254,645,6
2603,254,646,6
2604,254,647,6
2605,254,648,2
2633,256,172,20
2631,256,215,1
2608,254,457,6
2609,254,591,2
2610,254,31,1
2675,263,724,1
2612,254,65,2
2613,254,12,5
2614,254,722,2
2615,254,200,6
2616,254,292,30
2617,254,482,3
2618,254,640,2
2629,254,476,10
2630,256,222,10
2621,254,227,30
2622,254,226,20
2623,254,106,2
2624,254,107,2
2625,254,135,1
2626,254,659,4
2627,254,221,6
2628,254,486,2
2635,257,604,1
2636,257,487,20
2637,257,304,1
2638,257,303,1
2639,257,336,4
2640,257,316,2
2641,257,324,10
2642,258,204,6
2643,258,630,5
2644,258,496,6
2645,258,495,6
2646,258,94,10
2647,258,42,4
2648,258,37,4
2649,259,460,6
2650,259,289,3
2651,259,394,6
2652,259,313,10
2653,259,324,10
2654,259,403,12
2655,259,153,1
2656,260,313,10
2657,260,460,6
2658,260,289,3
2659,260,394,6
2660,260,403,12
2661,260,324,10
2662,260,153,1
2663,260,563,2
2664,252,306,10
2665,261,604,1
2666,261,94,6
2667,261,300,6
2668,261,102,6
2669,261,203,6
2670,261,640,5
2671,261,20,12
2672,261,18,12
2673,261,16,12
2674,262,420,50
2676,263,556,2
2677,264,164,20
2678,264,17,48
2679,264,363,20
2680,264,362,30
2681,264,111,2
2682,264,425,100
2683,264,726,3
2684,264,702,1
2685,264,316,15
2686,264,187,10
2687,264,186,10
2688,264,493,20
2689,264,719,50
2690,265,719,20
2691,265,694,10
2733,270,313,20
2693,265,297,200
2694,265,639,2
2695,265,47,2
2696,265,720,6
2697,266,190,30
2698,266,191,30
2699,266,208,20
2700,266,732,20
2701,267,740,40
2702,267,202,40
2703,267,201,20
2704,267,732,20
2705,267,208,20
2706,267,191,30
2707,267,190,30
2709,268,70,24
2710,268,473,50
2711,268,187,10
2712,268,140,10
2713,268,141,20
2714,268,186,20
2715,268,190,10
2716,268,191,10
2717,269,164,20
2718,269,17,48
2719,269,155,30
2720,269,632,20
2721,269,111,2
2722,269,425,100
2723,269,726,3
2724,269,702,1
2725,269,316,15
2726,269,187,10
2727,269,186,10
2728,269,493,20
2729,269,719,50
2730,269,746,10
2731,269,747,10
2732,269,690,8
2734,270,380,50
2735,271,50,4
2736,271,49,4
2737,271,415,10
2738,271,191,10
2739,271,190,10
2740,271,189,10
2741,271,596,2
2742,271,314,20
2743,271,575,20
2744,271,322,10
2745,271,635,4
2746,271,749,200
2747,271,313,20
2748,271,381,20
2749,271,380,95
2750,272,604,1
2751,272,320,25
2752,272,319,25
2753,272,119,2
2754,272,358,5
2755,272,741,5
2756,272,641,6
2757,272,407,6
2758,272,555,5
2759,272,597,20
2760,272,496,18
2761,272,313,40
2762,272,25,8
2763,273,739,2
2764,273,451,10
2765,273,444,10
2766,273,716,10
2767,274,604,1
2768,274,322,35
2769,274,493,10
2770,274,729,1
2771,274,86,1
2772,274,544,24
2773,274,484,5
2774,274,191,12
2775,274,190,12
2776,274,189,12
2777,274,105,2
2778,274,750,1
2782,276,333,2
2780,275,749,500
2781,275,719,200
2783,276,426,2
2784,276,165,1
2785,276,33,6
2786,276,35,5
2787,276,458,3
2788,276,395,20
2789,276,394,20
2790,276,280,8
2791,276,52,10
2792,276,51,10
2793,276,544,12
2794,276,95,5
2795,276,497,12
2796,276,496,12
2797,276,102,12
2798,276,99,6
2799,276,331,2
2800,276,181,50
2801,276,133,1
2802,276,437,5
2803,277,164,3
2804,277,467,50
3449,345,316,30
2806,278,315,20
2807,278,314,20
2808,278,62,5
2809,278,200,20
2810,278,73,5
2811,278,203,20
2812,279,12,1
2813,280,300,50
2814,280,404,120
2815,280,723,8
2816,281,736,6
2817,281,755,3
2818,281,77,1
2819,281,754,4
2820,281,752,10
2821,281,751,1
2822,282,316,30
2823,282,453,30
2824,282,732,30
2825,282,452,30
2826,282,451,30
2827,283,220,5
2828,283,736,5
3476,283,314,20
2830,283,745,2
2831,283,746,2
2832,283,747,2
2833,283,451,2
2834,283,453,2
2835,283,444,2
2836,283,442,2
2837,283,361,2
2838,284,111,1
2839,284,110,1
2840,284,331,1
2841,284,330,1
2842,284,406,5
2843,284,719,5
2844,284,749,5
2845,284,320,5
2846,284,319,5
2847,284,422,1
2848,284,423,1
2849,284,155,10
3260,284,183,10
3259,284,183,10
2852,284,297,10
2853,284,340,10
2854,284,341,10
2855,284,292,10
2856,284,293,10
2857,284,444,5
2858,284,452,5
2859,284,757,2
3261,284,182,10
2861,274,758,12
2862,274,300,12
2863,274,302,11
2906,286,397,20
2865,285,403,2
2866,285,111,1
2867,285,84,1
2868,285,85,1
2869,285,94,2
2870,285,95,2
2871,285,394,6
2872,285,13,1
2873,285,227,30
2874,285,228,20
2875,285,268,10
2876,285,551,1
2877,285,320,5
2878,285,181,15
2879,285,180,15
2880,285,315,4
2881,285,171,3
2882,285,172,3
2883,285,173,3
2884,285,530,3
2885,285,637,4
2886,285,487,10
2887,285,543,1
2888,285,250,1
2889,285,251,1
2890,285,265,2
2891,285,266,2
2892,285,389,10
2893,285,390,5
2894,285,391,5
2895,285,199,2
2896,285,47,1
2897,285,49,2
2898,285,52,3
2899,285,345,1
2900,285,241,15
2901,285,242,15
2902,285,236,20
2903,285,237,20
2904,285,247,6
2905,285,189,1
2907,286,396,40
2908,286,313,10
2909,286,544,12
2910,286,314,40
2911,286,302,20
2912,286,600,1
2913,286,134,1
2914,287,491,10
2915,287,209,3
2916,287,207,3
2917,287,208,3
2918,287,136,4
2919,287,200,50
2920,287,292,50
2921,287,293,50
2922,288,72,10
2923,282,749,2000
2924,289,626,20
2925,289,358,10
2926,289,108,4
2927,289,109,4
2928,289,503,20
2929,289,502,20
2930,289,199,150
2931,289,613,30
2932,289,448,20
2933,289,220,50
2934,289,597,100
2935,289,633,10
2936,289,297,100
2937,289,30,20
2938,289,577,17
2953,290,723,8
2940,289,12,30
2941,289,309,24
2942,289,89,4
2943,289,499,24
2944,289,500,24
2945,289,643,4
2946,289,491,24
2947,289,753,20
2948,289,752,30
2949,289,596,23
2950,289,745,20
2951,289,746,16
2952,289,747,3
2954,290,404,120
2955,290,760,12
2956,290,759,12
2957,290,345,20
2958,291,302,300
2959,291,199,125
2960,291,187,30
2961,291,186,50
2962,291,141,50
2963,291,140,50
2964,290,403,120
2965,292,732,10
2966,292,155,50
2967,292,452,10
2968,292,444,10
2969,292,442,10
2970,293,155,50
2971,293,732,10
2972,293,452,10
2973,293,444,10
2974,293,442,10
2975,294,625,6
2976,294,330,2
2977,294,313,50
2978,294,309,6
2979,294,384,6
2981,295,604,1
2982,295,116,1
2983,295,314,20
2984,295,418,25
2985,295,437,2
2986,295,25,2
2987,295,345,4
2988,295,316,2
2989,295,336,4
2990,295,319,5
2991,295,527,5
2992,295,172,5
2993,295,227,50
2994,295,226,50
2995,295,762,50
2996,295,761,50
2997,295,484,2
2998,295,757,10
2999,295,300,8
3000,295,470,2
3001,296,56,6
3002,296,466,100
3003,296,465,100
3004,296,594,10
3005,296,544,12
3006,296,314,20
3007,296,70,2
3008,296,597,20
3009,296,628,6
3010,296,203,10
3011,296,202,20
3012,296,201,20
3013,296,496,12
3014,296,621,1
3015,296,546,8
3016,297,181,6
3017,297,496,6
3018,297,200,10
3019,297,157,2
3020,297,45,2
3021,297,155,10
3022,297,202,3
3023,297,749,30
3024,297,137,6
3025,297,345,2
3026,297,640,4
3027,297,487,20
3028,298,604,1
3029,298,757,5
3030,298,184,30
3031,298,488,2
3032,298,17,12
3033,298,418,25
3034,298,485,1
3035,299,471,4
3036,299,325,5
3037,299,643,4
3038,299,437,10
3039,299,728,20
3040,300,487,30
3041,300,300,5
3042,300,302,5
3043,300,432,5
3044,300,407,5
3045,300,335,5
3046,301,496,5
3047,301,313,50
3048,301,485,8
3049,301,131,15
3050,301,647,20
3051,286,425,100
3052,286,131,5
3053,302,719,10
3062,302,593,40
3055,302,672,10
3056,302,613,10
3057,302,716,5
3058,302,612,10
3059,302,544,12
3060,302,87,1
3061,302,86,2
3063,303,302,739
3064,304,314,100
3065,304,150,96
3066,305,344,10
3067,305,597,50
3068,305,136,24
3069,305,602,6
3070,305,152,20
3071,305,761,200
3072,305,235,200
3073,305,227,200
3074,305,226,200
3075,305,257,50
3076,305,277,50
3077,305,256,50
3078,305,275,50
3079,305,268,100
3080,305,432,20
3081,305,431,20
3082,305,430,20
3083,305,655,30
3084,305,434,21
3085,305,406,60
3086,305,358,20
3087,305,183,100
3088,305,472,10
3089,305,471,10
3090,305,437,10
3091,305,151,300
3092,305,729,2
3093,305,25,10
3094,305,45,6
3095,305,44,6
3096,305,167,6
3097,305,693,10
3098,305,632,100
3099,305,292,400
3100,305,293,400
3101,305,503,10
3102,305,415,4
3103,305,641,3
3104,305,50,10
3105,305,621,1
3106,306,155,50
3107,306,646,10
3108,306,544,6
3109,306,306,10
3110,306,752,10
3111,305,763,2
3112,307,221,10
3113,307,632,30
3114,307,89,10
3115,307,91,4
3116,308,730,2
3117,308,752,4
3118,308,132,1
3119,308,502,2
3120,308,612,2
3121,308,503,3
3122,308,181,10
3123,308,630,10
3124,308,118,1
3125,308,88,1
3126,308,89,1
3127,308,77,1
3128,305,624,5
3129,309,326,2
3130,309,325,4
3131,309,300,10
3132,309,428,5
3133,309,391,20
3134,309,390,20
3135,309,389,40
3136,309,474,50
3137,309,471,6
3138,309,501,2
3139,309,594,6
3140,310,163,3
3141,310,165,2
3142,310,666,2
3143,310,132,2
3144,310,471,10
3145,310,170,1
3146,310,677,1
3147,310,764,60
3148,311,579,5
3149,311,631,2
3150,311,749,10
3151,311,630,10
3152,311,627,10
3153,311,473,20
3154,311,184,20
3155,311,185,20
3156,311,94,4
3157,311,98,4
3158,311,99,4
3159,311,100,4
3160,311,102,4
3161,311,103,4
3162,311,322,6
3163,312,763,1
3164,312,436,10
3165,312,201,10
3166,312,747,4
3167,312,626,5
3168,312,726,1
3169,312,600,6
3170,312,65,6
3171,312,729,2
3172,312,603,10
3173,312,92,10
3174,312,300,10
3175,312,732,10
3176,312,606,1
3177,312,197,10
3178,312,14,3
3179,311,637,12
3180,311,304,1
3181,311,634,1
3182,311,485,1
3183,311,315,12
3184,311,502,2
3185,311,42,2
3186,311,43,1
3187,311,449,3
3188,311,667,2
3189,311,302,6
3190,311,300,4
3191,311,646,10
3192,311,155,50
3193,311,159,12
3194,311,158,12
3195,311,119,2
3196,311,137,6
3197,311,139,6
3198,311,752,3
3199,311,306,6
3200,311,16,12
3201,311,741,3
3202,311,173,6
3203,311,292,30
3204,311,325,2
3205,311,325,2
3206,313,622,2
3207,313,446,1
3208,313,316,60
3209,313,201,100
3210,314,729,1
3211,314,484,1
3212,314,577,3
3213,314,49,4
3214,314,644,1
3215,314,439,2
3216,314,653,3
3217,314,652,3
3218,314,635,1
3219,314,613,4
3220,314,638,30
3221,314,97,3
3222,314,86,1
3223,314,387,2
3224,314,402,10
3225,314,579,2
3226,314,434,5
3227,313,604,1
3228,315,302,10
3229,315,184,10
3230,315,164,2
3231,315,185,20
3232,315,35,3
3233,315,434,3
3234,315,494,6
3235,315,499,3
3236,315,544,6
3237,315,202,2
3238,315,201,4
3239,315,309,4
3240,315,306,8
3241,315,300,10
3242,315,96,2
3243,315,95,3
3244,315,94,6
3245,316,304,3
3315,327,732,100
3247,316,574,20
3248,316,108,1
4652,472,490,4
3250,316,206,4
3251,316,207,4
3252,316,208,4
3253,316,200,30
3314,327,765,96
3255,316,643,3
3256,317,331,1
3257,317,203,20
3258,317,201,20
3262,318,604,1
3263,318,308,24
3264,318,219,5
3265,318,92,50
3266,318,218,24
3267,318,161,24
3268,319,136,48
3269,318,380,6
3270,318,381,6
3271,320,747,15
3272,320,604,1
3273,321,404,48
3274,321,403,48
3275,322,300,100
3276,323,358,2
3277,323,184,20
3278,323,185,20
3279,323,461,3
3280,323,460,3
3281,323,622,1
3406,341,380,100
3283,323,167,2
3284,323,744,2
3285,323,745,2
3286,323,746,3
3287,323,747,2
3288,323,741,2
3289,323,743,2
3290,323,752,6
3291,323,753,2
3292,323,302,4
3293,323,300,4
3294,323,597,30
3295,323,217,50
3296,323,159,24
3297,323,158,24
3298,323,457,20
3299,323,597,30
3300,324,300,100
3301,325,719,50
3302,325,452,15
3303,325,300,20
3304,325,91,24
3305,325,516,10
3306,325,629,4
3307,325,579,10
3312,326,141,60
3309,325,634,3
3310,325,485,3
4703,475,816,20
3313,326,186,60
3316,327,452,125
3317,327,444,250
3318,327,142,6
3319,327,658,6
3320,327,143,6
3321,328,739,1
3322,328,656,25
3323,328,628,20
3324,328,203,40
3325,328,202,50
3326,328,201,50
3327,329,765,24
3328,329,300,40
3329,329,302,150
3330,329,639,20
3331,329,757,30
3332,329,402,70
3333,329,236,200
3334,329,227,200
3335,330,300,6
3336,330,136,3
3337,330,139,6
3342,331,442,3
3339,330,306,6
3341,330,138,6
3343,331,444,3
3344,331,451,3
3345,331,452,3
3346,331,471,20
3462,278,322,15
3348,331,403,12
3349,331,314,20
3350,332,604,1
3351,332,352,4
3352,332,203,4
3353,332,202,4
3354,332,201,4
3355,332,319,5
3356,333,741,5
3357,333,743,5
3358,333,204,5
3359,333,203,10
3360,333,181,50
